content,label
100이 젤 높은거 아님? 더 위가 있나,0
그니까 수치설정 개판으로 해놓은듯,0
히든도 사기라 뭐,0
개처럼따먹음,0
진짜 존나때리고싶을듯,0
바로 키스해서 입다물게 만듬,0
머쉬 베놈 나와서 두두둥장 하는데 30분 먹음,0
"ㅇㅇ 4시20분부터 축하공연하고 로스터 소개, 상대 전적이나 키플레이어 짚어주고 각팀 4강 하이라이트 보여주고 5시에 밴픽 시작",0
5시 시작이고 경기는 5시 30~ 6시쯤 할걸,0
패시브 버프가 말이 안되긴함,0
클리드 자르반 ㅈㄴ잘썼는데 이상해짐,0
대놓고좋음 천상계서 잘나옴,0
인류애100,0
17이 딱 그시절 페이커 마지막 불꽃이였지 지금도 어찌저찌 상위권 턱걸이는 한다만,0
아직도 기억나는게 서머 결승에서 4명 다죽었는데 르블랑으로 혼자 드가서 비디디 탈리야 솔킬따서 겜 끝나는거 막은거임,0
17이 기량은 최고점이었던거같긴함,0
솔직히 17도 이겼으면 18 그렇게 몰락 안했음,0
이거 ㄹㅇ미친놈이구나 싶엇지,0
1시드 섬머 우승팀 2시드 포인트 1위팀 3.4시드는 선발전 결승전에 간 두 팀,0
아님,0
카드뽑기좆노잼 바이럴,1
마지막아니다,0
w 판단 너무 어려움 대시를 끊어야할지 이속으로 써야할지,0
그할망구는 벌써 너 잊엇을듯 헛수고햇누,0
왜 헛수고임? 뭔갈 바라고 한것도 아니고 힘든일도 아닌데,0
잘했다,0
도파가 쓰는건 그거 맞음,0
찾는건 이게 아니야?,0
원딜중에서,0
괴물쥐,0
밑에짤뭐냐? 짤만만든거임?,0
밑에선 내가 합성한거임,0
그웬옷에 불붙히기,0
안으면서 몰래 그웬이 다리만져도됨?,0
응..,0
오...굿,0
어때어때,0
그웬아 빨리빨리해줘,0
빠리빨리,0
예아 안될거 뭐있노,0
니달리가 좋긴한데 조합맞춰야함,0
1은 1 2는 상대보고,0
객관적으로 볼때 진짜 몰락해서 관짝에 대못 박을거같은데 주관적으로는 즙 우승하면 좋겠다,0
그럼 피파네,0
미친놈 ㅋㅋ,0
아이씨발ㅋㅋㅋㅋㅋㅋ,1
참신하다 ㅋㅋㅋ,0
시발 ㅋㅋㅋㅋㅋ 개추 눌렀다,1
미친새끼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
가불기는 반칙이지ㅋㅋㅋㅋㅋ,0
어이가없네 ㅅㅂㅋㅋㅋㅋㅋ,0
어케한거냐 ㅅㅂ,0
젠지라고 예상하고 짤보고 방심했다가 쳐맞았네 ㅋㅋ,0
당했다!,0
야이 시발련아 ㅋㅋㅋㅋㅋ,1
재생버튼 불 안들어오는거보고 링크걸어서 할카스 나오는줄알았는데 이정도면 양호하노,0
아시발 ㅋㅋㅋㅋㅋㅋㅋ,0
시발 당했노 ㅋㅋㅋ,1
짤 고맙다 게이야 ㅋㅋ,0
말 존나 심하네 ㅋㅋㅋㅋㅋㅋㅋ,0
도라인가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이거 19때꺼 아님?,0
와 오랜만에 당하네 씨발,1
다운 받으니깐 짤은 젠지인데?뭐냐,0
뭐임시발,1
아 씨발 젠지짤 다운받아짐ㅋㅋ,1
ㄹㅇ 뭐냐 ㅋㅋㅋㅋ,0
이왜진?,0
시발 ㄹㅇ 이네 ㅋㅋㅋㅋㅋ,1
ㄹㅇ이노,0
뭐야 ㅋㅋㅋㅋ,0
씹발 어케만들었노,1
걍 이새끼들은 트래쉬 토크를 잘함,0
걍 이새끼들은 트래쉬임,0
걍 이새끼들은 짤림,0
《 롤갤문학 》 『 베팅 』.....  https://gall.dcinside.com/board/view/?id=leagueoflegends4&no=5640555,0
코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 코로나 X 우한폐렴 O 16235,0
인사,0
아좇같네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
마이크보니 리라노 ㅋㅋ,0
애뮈뒤진 젠첩년이,2
아 쇼메 담궈버릴 트레쉬 토크 어디있냐고!!,0
아잇시팔 ㅋㅋㅋㅋㅋ,1
씨발련아 ㅋㅋ,1
진짜 얼탱이가없어서 웃기네 ㅋㅋ,0
이젠 뭐 할지 상상이안가노,0
어이가 없네 ㅋㅋㅋ,0
뭔데,0
이상한게 다운받아지노 ㅋㅋ,0
다운받았더니 이새끼들이노 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
미쳤나 진짴ㅋㅋㅋㅋㅋ,0
걍 이새끼들은 참신함 ㅋㅋㅋㅋ,0
젠지 짤 뭐냐ㅋㅋ,0
어캐했노ㅋㅋ,0
어케했노 시발련아ㅋㅋㅋㅋ,1
얘넨 걍 다운을 잘함,0
아 ㅋㅋ 뭐노 신박하네,0
이새끼들은 그냥 낚시를 잘함ㅋㅋ,0
개신기하네,0
아이 씨발년이ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
미친놈인가ㅋㅋㅋㅋㅋㅋㅋ,0
쇼메가 말을 저리 잘했나 ㅋㅋㅋㅋ,0
시발련잌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
미 친놈이냐 씨발 ㅋㅋㅋㅋ,1
걍 다운로드 중임 ㅋㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋ,0
ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋ,0
걍 이미지임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1년전 뵤,0
얼탱이가 없네 ㅋㅋㅋㅋㅋㅋ,0
여기 바이러스 있어요..ㅠㅠ 휴대폰으로 다운받으니까 폰이 멈췄어요 조심하세요 ㅠㅠ,0
걍 이새끼들일줄 알았는데,0
진짜 지긋지긋했는데 어이없어서 개추누른다 ㅋㅋ,0
쇼메 존나 싸가지없네 아무리 상대로 만났다해도 업계 레전드선배인데,0
그건 니가...,0
아니 시발 속고 심지어 다운 받으니까 젠지 ㅋㅋㅋ,1
이새끼들은 걍 이미지임ㅋㅋㅋ,0
아 미친놈아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
어케했노 ㅋㅋㅋㅋㅋ,0
시발 어이가없네 ㅋㅋㅋ,1
걍 이새끼들이었노 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
아 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이런씨발년이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
어이가없네 시발 ㅋㅋㅋㅋ,1
어이가없네 씨발 ㅋㅋㅋ,1
아무도 다운 안 해줬으면 서운할 뻔 했노ㅋㅋ,0
이게먼데... 걍 짤인데,0
시발 이거 받고 폰 고장났는데 어떡함,1
시발다운로드ㅋㅋㅋㅋㅋㅋㅋ,1
걍 이새끼들은 토크를 잘함 ㅋㅋ,0
토너먼트에서 떨어져야 가장 재밌는 팀 ㅋㅋㅋ,0
걍 이새끼들은 낚시를 잘핰ㅋㅋㅋ,0
참신추,0
걍 이새끼들임 시발련들아 ㅋㅋㅋㅋㅋㅋ,1
걍 이새끼들은 낚시를 존나잘함 ㅋㅋ,0
어케했노,0
어이가없네씨발년아ㅋㅋㅋㅋㅋㅋ,1
걍 이새끼들임ㅋㅋ,0
아니 씹 ㅋㅋㅋㅋㅋㅋ,0
이새끼들은 걍 토크를 잘함,0
야발년아ㅋㅋㅋㅋㅋ,1
진짜 미친새끼들이네 ㅋㅋ,0
진짜 지랄을 하는구나 ㅋㅋ,0
ㅁㅊㄴ ㅋㅋㅋㅋㅋㅋㅋ,0
이미지다운받앗네 ㅡㅡ,0
드디어 빛을 보는 반지원정대ㄷㄷ,0
아니시발 미친새낀가 ㅋㅋㅋㅋㅋㅋ,1
어케 했노,0
설마 했는데 씨이발 ㅋㅋㅋㅋㅋㅋ,1
걍 이새끼들이네 씨발,1
걍 이새끼들은 내 폰에 있음ㅋㅋ,0
이게 맞지 ㅋㅋ,0
이러다가 롤드컵 우승하고 우승 그냥 이새끼들임 이러면 ㅈ간지긴 할텐데,0
재미와 명예 두 마리 토끼를 잡노 대황젠 ㄷㄷ,0
https://m.cafe.naver.com/ca-fe/web/cafes/23134993/articles/76984?menuId=15&query=난진지했다,0
걍 이새끼들이었네 ㅋㅋㅋㅋㅋ,0
이새끼들은 왜 다운받아지노 ㅋㅋㅋ,0
이새끼들이 왜 다운받아지냐 ㅋㅋㅋㅋ,0
슼갈이 뭐하는데 ㅋㅋㅋㅋㅋㅋㅋ,0
슼갈한테 ㅂㄷㅂㄷ대고 있는게 웃음벨이네,0
바로 살충제 맞은 벌레새끼마냥 기어나오고 ㅋㅋㅋ 에라이 인간쓰레기들,0
고소는 35페이지 니들이고,0
35페이지 증거는 어디있음?,0
각 강점기마다 누가 개지랄하는지는 뻔히 보이는데 ㅋㅋㅋㅋ,0
16페이커가 제일 높을듯,0
페이커가 젤 높음,0
올뮤트 원딜핑차단,0
원딜 ㅇㅈ,0
그래서 이번에 너프도먹었잖음,0
꿀 지나갔음,0
브실골 1티어래,0
미드가 제일 중요함,0
"각 라인 상황 안보고 합류 ""해 줘"" 하는 개백정새끼들땜에 그럼 잘하는 정글러는 다름",0
그럼 페이커는 왜 커리어도 까이고 연봉값도 못한다고 까이냐,0
유토피아를 꿈꾸는 거임?,0
요즘에는 탑이 정신병자처럼 주도권 잡고 쭉 미는 게 메타라 딩거 일라오이 같은 챔이 좋음. 사이드 주도권 있는 얘들도 대부분 상위 티어고. 카밀이면 선체파괴자 어떰? 요즘 선파 올리면 타워 그냥 순삭이라 괜찮을 거 같은데,0
감독 3 선수 7,0
감독이 게임 내적으로 관여하지말고 구단운영에 중점을 두면 그게 전력에 보탬되는 감독임,0
팀의 방향성을 잡아줄수있는정도 결국 선수가 100% 단 팀에 과하게 관여해대면 -가 될수도있음,0
다전제와 2라운드는 감코 싸움.,0
경치먹는거짱나,0
뭐 그것도 있는데 좀 부담스러움 원래 혼자 있는 라인인지라,0
짱깨들 도인비 좋아함 ㅂㅅ 새끼야,1
왜 욕을해,0
보지털년이 돈까스 쳐먹으니가 좋냐,2
조아배빵빵,0
그웬아 빨리빨리!!! 해줘,0
빨리빨리!,0
그웬이 보지에 개처럼 박고싶다,2
예시좀,0
99 98이 머임,0
롤 fm 스텟,0
밑에 롤 FM 유출 찌라시,0
누가 캐리를 해서 우승을 해..?,0
경기 안본 좆병신 유입임?,1
그저 열등감ㅋ,0
바텀에서 잠구는 픽하고 받춰주잖아 픽도 진 애쉬 세나 이런 거 하고,0
그저 대버지 그자체니까,0
테버지겠지,0
고버지의 딜링에는 감동이 있다,0
너무 좆급식같잖아 위에별명은,1
고버스 버스트 잘어울리구만 어울리는데,0
슼갈이 붙여줌,0
슼갈들이 왜,0
그냥 조롱하려고 해버지 + 고스트 합성해서 롤갤에 퍼트렸는데 그게 의외로 잘 어울려서 지금 별명된거임,0
원거리 러 라서,0
해버지에서 나온거 아닌가,0
c9 정글러 블래버 이새끼가 유망주임,0
블래버 앵간 오래 뛰지 않았냐? 18년돈가부터 본거같은데,0
msi때 북체정이라면서 유망주라고 하던데 잘못봤나보네 ㅈㅅ,0
아직 프로데뷔를 안한 '나',0
그만큼 20때 담원 우승하고 유입된 병신들이 많다는거,0
가보자아,0
기대중 ㅋㅋ,0
스맵,0
드레드 수영선수출신이래,0
트할,0
라이프,0
트할 3대400,0
브록사 헬창 아니냐,0
윌러 농구,0
그 두개의 플레이가 슈퍼플레이였음,0
2세트 레드점멸은 아펠 조이 폭딜넣어주고 3세트 신드라점멸은 신드라못잡았으면 겜끝남,0
초바같은새끼가 우승못하는이유임 저걸못해서,0
슈퍼플레이와 트롤링은 한끗라는 말이 있음,0
쟤 남자라는데,0
5년전이니까 그 때랑 다르겠지,0
원래 잼구 연습생으로 들어간거야. 근데 벵기가 존나 못해서 블랭크가 갑자기 주전된거임,0
야해,0
아니ㅠㅠ,0
그웬아 빨리빨리!!! 안해주면 자살함,0
빨리빨리,0
느낌표도 붙여야돼 씨발,1
씹재능충이잔아,0
저가게 어디야? 컴플레인넣고싶은데,0
잭하하하하하핳하,0
역대로가면 기인 이길수있는 탑은 없음,0
금요일임,0
아니 아침에도 금요일인줄 알았는데 또 착각했네 ㅋㅋㅋ,0
범죄자 빨리 해외든 어디든 갔으면 좋겠네,0
맨정신이 최애인데,0
TODAY를 안 찍어?,0
하루하루가 근본이지,0
중국개발이라,0
뭐냐 이건,0
도인비 압도적 압승,0
https://m.dcinside.com/board/leagueoflegends4/5639770 당근 쵸비지 개추좀해줘,0
https://m.dcinside.com/board/leagueoflegends4/5639770 어 그렇네 개추 부탁함,0
https://m.dcinside.com/board/leagueoflegends4/5639770 개추 부탁 ㅇㅅㅇ,0
콩군,0
https://m.dcinside.com/board/leagueoflegends4/5639770 개추요청,0
부두술 ㅁㅈㅎ,0
칸나 크는 동안 뗌빵 이었는데 생각외로 존나 못함 걍,0
칸나도 거물신인급이지,0
칸나 승부처에서 잘함,0
칸나 멘탈이 ㄹㅇ 젛은듯,0
전체 평균이 50점이라 치고 16이 100점이면 17은 90점,0
ms,0
케스파도 없는게 ㅉㅉ,0
라이엇 주관,0
스킨 뭐씀,0
보라색 루인드븐,0
순대 떡볶이에 먹음 소금에먹음?,0
설탕,0
크캣 코뚱잉 민식박중에 누가 제일 잘 함,0
싹다 개못함,0
아펠 드븐 상성 어케됨,0
모든 원딜을 드레이븐이 이김,0
왜케 못 함?,0
같이 하면 좋은 서폿,0
잔나고르는 씹새끼만 아니면됨,1
탑드븐 어케생각함,0
카운터가 너무많음 ㅋㅋ,0
lpl 선수만 있다는데,0
lck도 업뎃하겠지,0
마 기인은 3년계약을 박아버려서 그렇당게,0
병신이여서,1
초비는 근데 선택지가없엇음 슼담젠에 이미 미드가 잇고 아프리카는 기인한테 너무 돈 많이주고 그나마 가려면 농심이나 샌박인데 농심도 피넛리치 돈많이주거,0
태생이 나쁜 사람이라,0
엔티알이 꼴리면 나쁜 사람이다?,0
꼴릴수밖에없는게 ntr임,0
그니가 이유가 멀가...,0
밴픽 짭밥 있으니까 할만하지않냐,0
근데 롤은 할만함,0
즙에서 60살까지 장수 가능할듯,0
lck 선수들을 위해서라도 반대다,0
해도 되고 현장직 떠나서 적당히 얼굴만 비춰도 팬들 좋아죽을듯,0
페이커 코치하면 해당 팀 선수 하나도 안까고 밴픽으로만 억까 뒤지게 할듯,0
ㄹㅇ 병신들때문에 걍 은퇴하고 평범하게 사는게 좋음,1
그냥 은퇴하고 개인방송이 낫지 않나,0
걍 종교임 무시,0
페이커가 롤이고 lck인데 병신 홍대병들 ㅋ,1
8위따리새끼갈련들도 방안빼는데,1
https://m.dcinside.com/board/leagueoflegends4/5639770 즙독 싫어하면 개추좀,0
그림,0
크로커 있잖아,0
플옵탈락,0
오너있고 버돌도 가능성보이는듯,0
버돌은 결국 라스칼 못밀어내서 내년 봐야할 듯,0
오너?,0
오너도 있네,0
구마,0
좀 중고신인 아니냐 ㅋㅋ 주전도 왔다갔다하고,0
덕담,0
개나소나 천점^^,0
https://m.dcinside.com/board/leagueoflegends4/5639770 롤 잘하고싶으면 추천좀,0
9월 30일도 9월이다,0
내생각엔 롤드컵 끝나고 나옴,0
찐,0
쇼메까네 ㅅㅂ련,0
전성기기준으로 하자 페이커 20 20 20 20,0
페이커 라인전이 쇼메 라인전보다 낮다는건 말이 안됨,0
병신찐따새끼들 이딴건 왜만드고노는거냐 ㅋㅋ재밋음?,1
페이커가 쇼메보다 개관적으로 꽤 라인전 위다,0
그러고보니까 롤 fm 언제 나오냐 라이엇이 만든다더니,0
티얀 도인비 캐리 맞는데?,0
둘중에 하나라도 없으면 우승못했음,0
롤판은 16뱅이 저평가되는 시점에서 1옵션우승과 버스들 뿐임,0
빅토르e,0
흐응,0
https://m.dcinside.com/board/leagueoflegends4/5639770 꼴리네 내글 추천좀,0
쿠팡이나 쳐가 애미쳐뒤진련아,0
어차피 감코능력은 여론이 아니라 내부평가라서,0
https://m.dcinside.com/board/leagueoflegends4/5639770 볼태니 개추좀,0
외극도아니고 한국엔 그런사람없다 다 게이임,0
쵸독말대로면 pog 없으면 버스라던데? 뭐지,0
cs 60개 매존야권 써놓고 아닌척 하는것도 좀 웃김,0
8위따리 믿으라고 해봐야 6승2패인에 이번년도만 왱?,0
원래 마지막에 진새끼가 처맞는거 롤갤 종특 아님?,0
아니 인간적으로 8위따리에 플옵도 못간새끼를 왱?,0
플옵도 못오는 무관견들아 제발 발작좀그만해 ㅋㅋㅋ,0
https://m.dcinside.com/board/leagueoflegends4/5639770 네 말이 맞다 내글 개추좀,0
도란,0
걘 이정도까지 아니지않나,0
시즌중엔 이정도급임 쵸비는 대회남아잇으니 아직 산소호흡기 잇는거고,0
17은,0
그때 RNG WE하위호환이자나,0
미스틱부터 이기고 깝쳐야지,0
17도 4강 5세트 막바지에 뱅한테 솔킬당하는 바람에 져놓고 추하게 고열탓함,0
ㄹㅇ 돼지열병 ㅋㅋㅋㅋ,0
닥 페이커인데,0
정신뱡원이나 가,0
그 나이,0
작년 서머부터 맛 감,0
지금 제5의전성기 왔는데 먼소리고?,0
슼 때려잡을때 갑자기 치매와서 존나 잘하더만,0
cs 안먹어서 손이 놀음,0
걍 바텀이 벌레들임. 하나는 cs에 미쳐서 자기지키라고 하고 피지컬은 좆도 후달려서 미드보다 딜못박고 하나는 운영한답시고 라인버리고 로밍가고 오더하는데 저러지오더. 게임은 미드가 운영하고 탑이 스플릿돌고 나머진 아가리닫고 시키는대로 하는게 맞다,1
반반만 가도 원딜 ㅅㅌㅊ임,0
논타겟 정확도가 너무 떨어져서 때려침,0
데미지너프오지게당해서 별로일걸,0
롤잘알,0
그냥 머리달려있으면 누구나 아는 상식인데 감코 예찬하는거보면 웃김 ㅋㅋ,0
뭐든지 형식이 중요해 잼민아,0
"팀을 갖추고, 코칭스탭을 갖추고, 숙소를 갖추고, 멤버를 갖추고, 유니폼을 갖추고 이게 다 그딴게 뭐 필요함? 그냥 잘하는 5명 경기날에만 모여서 하면되지 이러면 누가 그걸 하나의 종목으로 인정해주고 투자를 해주냐?",0
구실만 갖추면되는걸 아무능력없는 감코에 돈투자하는게 웃긴거지 ㅋㅋ 막상 선수는 폐급으로사오고,0
근본 브금 그립네,0
제드 개추억이네 ㅋㅋㅋ,0
응 원랜디 롤체할거야,0
일단 서머 결승 하고,0
다음주 화요일,0
결승 끝나고 사흘쯤 뒤에 바로함 한화VS샌박으로 시작,0
그래도 빨리 하네,0
아프리카는 아님,0
한화-샌박-농심+@,0
@는 뭐임ㅋㅋ,0
젠지 or T1,0
T1은 롤드컵 확정인줄 알았는데 아닌가보네,0
@에 들어가기만 해도 플레이-인 확정임 슼 우승시 젠지 시드결정전 해야됨 담 우승시 슼 시드결정전 해야됨,0
31일 시작,0
ㅇㅇ 룰러가 문제임 결국 젠지전 보면 다 룰러만 보는데 결국 폭사해버림 라이프가 차라리 질리언을 해야할 듯ㅋㅋ,0
그냥 전체적인 문제임,0
룰러가 뭔 문제임 그건 진짜 롤알못인데,0
대깨찢 만났어?,0
걔가 가는팀이 우승을 못하는거임 뱡신아,0
누가 가든 상관은 없는데 농>샌>한이지 뭐 서머 폼으로는,0
롤갤 웃기려면 한화가 가는게 맞는데 실력은 농심이 압도적같음,0
농심이 다전제 2판을 연속해서 못이김,0
아니 한화,0
농심에 이세계 페이커랑 롤드컵 청부사가 있는데 다전제 2판을 어떻게 못 이김,0
역체롤이지,0
원숭이한테 노예취급받을정도로 버러지 지능 아니면 누구나 다 인정할수밖에 없음,0
인거같다는 뭔 개소리냐 당연한건데,0
뇌절그만해,0
기인이 플래이메이킹이 저렇게 높다고? 대가리 딸하는애가?,0
기인도란이 라인전 18인데 칸나가 19인게 말이되냐,0
ㅋㅋ코미디,0
헛소리임ㅋㅋㅋㅋㅋ 그냥 잘하는놈이 잘함,0
ㅈㄹ 하고 있네 ㅋㅋ 저 팀으로 ㅈㄴ 못했는데,0
대퍼 - 슼퍼 - 반지원정대 계보잖아,0
그리고 한화나 아프리카가 내년에 쵸비 잡고 슈퍼팀 만들어줄 확률은 아직도 있음,0
짱개에 뛰는 놈 개좆슼이 돈써서 끌고오면 그냥 세계급 슈퍼팀 만드는거지,1
상대가 올ad인데 올cc기 조합이면 하셈,0
마치 월식 철갑궁에 스태락 올리는거와 같음,0
헤르메스 못가는 상황이면 글케 드는게 나을듯,0
킹쁘진않음 헤르메스강인함불굴의의지면 cc기 엄청잘풀릴듯,0
그웬이 빨리빨리 하는거 귀여워,0
빨리빨리!!!!,0
얼마전 원숭이 하나 탈출했다더만 여깄네. 검거,0
어디서 스트리밍을 해줌?,0
https://www.twitch.tv/lolworldchampionshi,0
오... ㄳ,0
어디서 봄?,0
어디서 하냐구,0
트위치에 lolworldchamionship 치면 나옴,0
정글차이나면 lng가 이김,0
모름 둘다 뱡신이라,0
난 lng,0
리헨즈?,0
리헨즈는 폼 올해폼처럼 저점뚫으면 바꿔야만한다,0
바이퍼가 오겠냐 ㅋㅋ,0
혹시 팀이름이 공군에이스인가요?,0
tpa,0
칸카스,0
무섭노,0
허락햇더니 가위로 팔을 베어버렷노ㄷ,0
ㄴㄱㅁ,0
갈드컵은 뇌절을 넘어섰는걸?,0
급하하하,0
다음패치겠지,0
ㅋㅋㅋㅋ 티어 어디노,0
재밋네 ㅋㅋ,0
존나만져야지,0
빠는게 아니고 페이커 까는 수단임 걔는,0
케스파컵은 페이커보다 많이땀 엌ㅋㅋ,0
말은 똑바로해 뱡신아 어차피 우승못해,1
그웬이가 설쳐서,0
최근 e 너프였나?,0
찾아보니까 e 공속증가 너프 받았네,0
e공속너프 1렙라인전 밎 정글링 떡락 승률폭락,0
e 초반 공속 40이였는데 20으로 너프먹음,0
솔직히 17콱도 슈퍼팀아님 폰도 16썸머 통으로 쉬엇고 폼 내려간상태였음,0
g2 대퍼,0
일단 주도적인플레이가 안되는게 크긴한듯,0
내려칠게 없는데 뭘 내려쳐 뱡신망상증새끼야,0
원탑급 증명해서 무관임?? 이새끼는 지가말하고도 저 문장에서 위화감 못느끼는거 보면 언어인지력이 뇌에서 없는 수준이네,0
파웨에이드,0
프젝,0
언론이 그것도 못한다고 존나 깠는데 비행기 이미 뜨고 있었음,0
일본은 사방팔방 자랑하다가 아프간 현지 일본인도 출국금지 맞고 비행기 회항함,0
ㄹㅇ??,0
ㅇㅇ 자위대 비행기 뜬다고 존나 설레발 치다가 좆망함,1
한국군인이 치밀하게 존나잘한거지? 미사일맞을거대비해서 대비도해갔던데 맞음?진짜 자랑스럽던데,0
이틀전까지 언론들 그거 못한다고 깠었음 몰래 준비해서 후딱 끝냄,0
일본이 빡구친이유가머야??,0
그게 머임?? 먼 작전 있었음?,0
한국군인이 한국도와줫던 아프칸국민들대려왓음ㄷㄷ,0
보임 변신하고 궁써야 궁모션 터지기직전에보임,0
몰루,0
의사소통 문제 때문에 선수는 힘들고 은퇴후 감독으로는 가능성 있을지도,0
리치 24년까지 계약임,0
그럼 농심은 우승은 못하겠네,0
에포트는 안됨 쵸비에고 못이김 피넛이 딱맞음 ㅅㄱ,0
근데 피넛은 약간 팀원을 도구 처럼 쓰는 사람 아님? 쵸비랑 스타일 상극일거 같은데 차라리 에포트는 이해 가긴 함,0
피넛도 ㅈㄴ베테랑이라 메타나 팀상황에 맞춰가는 정글러임 20롤드컵에선 성장형 정글이니까 팀원들 막부린거고 올해도 탑미드가 리치고리니까 본인이 성장하고 보는거지 그리고 어차피 피넛정도 짬 먹은 정글하고도 합 못맞추면 평생 우승못함,0
개 씨발노잼,1
이 드립 기원이 뭐임?,0
시즌초반에 1등할때아님?,0
짤ㄱㅅ,0
아 찐따새끼들은 이런거 좀 끼지마 씨발년들아,1
진짜 꼴잘알은 늑대빰,0
ㄱㅊ 12시되면 다시 올라감,0
젠지가 ㅅㅂ 죶으로 보이냐?,1
응 그래도 진이더좋아,0
ㅈ사기지,0
구버지가 너무 썰어버림,0
니가 챌 1등 찍어도 입터는새끼 안보이진 않을텐데,0
부캐로 골드 많이 놀러가는데 플1부터는 밑에 티어보다 말 없어진거 체감 됨,0
전자면 나도 하나만 줘 할수있지,0
전자가 왜충격임? 당연한거지,0
후자는?,0
전자는 역시 우리형.. 하고 감탄함,0
전자는 멋있는데,0
ㅉㅉ,0
나도 동의하긴 하는데,0
ㅋㅋㅋ 댓글 안달리는거보소,0
다음주에 함,0
맞을래?,0
Zzz,0
착서유 멍청해서 좋아,0
SKT,0
여즘 어디봄,0
그럼머바,0
이거 빙빙 도는거 거리감각 짜증나서 못하겠는데,0
씨이벌...,1
옛날부터 온힛 아니었냐?,0
반대로 말함;,0
온힛 없어지면 주문검이 안터지잖아,0
착취도 안터지고,0
원거리로 바뀐 거임,0
반대로 말했음,0
지금도 온힛인데?,0
반대로 말하ㅁ,0
법원 유죄판결,0
즙한테 소신발언 강요,0
사실 그게 제일 큼. 얘네 이제와서 이성적인 척하는 거 대가리가 봉합된 거보다 성적이 제일 큼,0
그런게 어딨어 ㅋㅋㅋ 그냥 까고 싶으면 아무나 까는거지,0
롤갤은 유죄판결 나오기전에 스물스물 씨맥편 좀 생겼음 ㅋㅋ 방송킬때마다 씹소리를 ㅈㄴ 해댔거즌 ㅋㅋㅋ,0
농심정도면 좋지,0
돈낭비,0
빻갈,0
있지,0
딱 한판있는거야 그럼? 예전처럼 거의 무적이 아니라?,0
4티어는 예전처럼 무적 맞음 강등 되고싶어서 일부러 박아도 안 당하는 수준,0
ㅇㅎ ㄳ,0
그런데 왜 슼에선..,0
솔랭이랑 대회는 다르지,0
롤드컵 고스트는 잘했는데 오히려 쇼메가 너무 무색무취였음,0
무색무취는 아니였음. 신드라 잘해서,0
결승에서 신드라 022인가 032인가 그러지않았어?,0
앤젤 신드라 원툴이였는데 그거 뺏어와서 이긴거임. 걍 저때 미드 신드라 잘하냐 못하냐 차이가 컸음,0
뎊맘은 방잘빼는데??,0
ㅈㄴ 비슷하긴 함 ㅋㅋ 그리고 피지컬 도르하는 것도 비슷한 듯 솔직히 데프트도 피지컬 원툴로만 보면 원딜 중에 최고였는데 결국 그게 끝이었음 끝까지 ㅋㅋㅋㅋ,0
페더열,0
보지묻기전 롤판,1
피글렛은 지금도 저런 성격이더만 ㅋㅋ 젠지 경기 리뷰한거 봤는데 젠지 ㅈㄴ 못한다고 ㅈㄴ 까던데 ㅋㅋㅋ,0
ㅇㅇ 미드그브 유행했었음,0
싼 직후는 누구나 동일한데 언제 다시 돌아오냐는 사람마다 다름,0
그냥 이새끼들임 ㅋㅋㅋ,0
그냥 이새끼들은 밈임 ㅋㅋ,0
쵸독들은 진짜 정신병인 거 같다 내 보기엔,1
아이언맨도 나온다는대,0
