content,label,16000
역시 주인님이야.응디 존나 든든하다!,0,
저때 소련과 중국에 핵투척해야했는데,0,
다시는 미국과 영국을 씹지마라,0,
"영국은 좀......,",0,
아 영국은 좀 ㅋㅋㅋㅋ,0,
영국은 좀 씹자,0,
만악의 근원 영국,0,
세상에 ㅈ같은일은 아무리 적게 잡아도 절반은 영길리 새끼들 때문 아니었냐,0,
맥아더말대로  만주에  핵공격  했었어야  했는데,0,
짤 캡쳐 수준,0,
동서남북으로 울었다,0,
나올때 애미 찢고서 고아된 병신애미쳐디진 씨발년이나 소련 중국 북한 옹호함,2,
팩트) 625당시 중공군의 상당수는 조선족이였으며 그 후손들이 대림동에 자리깔고 칼질하고 자빠져있다,0,
이거 알고 ㄹㅇ 놀랏음,0,
북한부터가 중공에서 활동하던 공산계열 독립운동가들이 주축이라 북한군도 중공에서 활동하던 실전경험있는 조선족들이 대거 참여해서 초반에 남한을 그렇게 밀어벌릴수 있었음ㅇㅇ 이후에 몰려온 중공군도 북한군에 참여안하고있던 조선족들이 중공군의 형태로 대거 넘어온거고,0,
조선족은 중일전쟁때 넘어간 군속 범죄자 등 그이전때 범죄자들이며 그땅에서 마적단 범죄단체의 후손이다,0,
참전용사분들 다 돌아가시고 나면 그냥 이런 일도 있었다 수준으로 잊혀질거같음 ㄹㅇ 직접적으로 피해보고 전장이 되었던 우리나라조차도 크게 기념안하고 잊어가는중인데 ㅋㅋㅋㅋㅋ,0,
좌좀들이 일부러 잊으려고 노력중인거지,0,
진짜 평생 고마워해야할 일이다 옆동네도 아니고 지구 반대편 나라를 3만 5천명이 죽었는데,0,
현 주인님 클라스,0,
아프간 사건이 나오자마자 이때다 싶어서 반미충 새끼들이 튀어나와 친중코인타자고 하던데 존나 역겹다 대다수는 친미 타기를 원하는데 왜 쓸데없이 친중코인을 타야 하는건지 에휴,0,
Tlqkf ㅈ같네,1,
문들문들,0,
PragerU는 걸러도 이건 팩트다,0,
그레이트 아메리카 어게인,0,
친북친중반미 다 갈아서 비료로 뿌리면 좀더 세상이 아름다워질텐데,0,
식물이 못자람,0,
아.. 바로 그거,0,
김정은 수령님을 렬렬히 지지하고 지상락원 북조선이 좋으신 분들은 제발 재산 다 가지고 가주셨으면...,0,
그런 애들은 재산이 없어야 맞는거 같은데 왜 주머니 두둑한 새끼들이 빨갱이질을 못해서 안달인지 아무리 생각해도 이해가 안됨,0,
그지랄하면 돈이 들어오잖아,0,
??: 중공은 우리의 친구입니다 중국몽 함께하겠습니다,0,
아직도 그 ㅈㄹ이네 ㅋㅋㅋ,0,
했던 말 따라했을 뿐인데 ㅋㅋㅋ,0,
미합중국몽,0,
혹시 민사고 나오셔서 하버드 유학가신분인가,0,
트루먼 대통령은 일본에 땅꼬마와 뚱뚱보를 보내고 625전쟁때 미군참전을 신속하게 결정한 고마운 분임,0,
미합중국은 산봉우리 같은 나라 미국몽 함께 하겠다.,0,
감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다,0,
요새 ㅈ짱깨 정보전사 새끼들 반미 선동질 오지게 하던데 더욱 더 친미 해야겠다고 느낌,1,
미국 개좆밥년 625전쟁이후부터 이겨본적이 없노 ㅋㅋㅋ,1,
"미국이 다잘했다는건 아닌데 님이 그렇게 까대는 미국덕분에 비참한 처지가 되서 북괴 발바닥 핣지 않아도 되는거라는건 알지?  남베트남,아프간이 남일이 아니야. 우리나라도 개같은 독재정권 안몰아 냈으면 그꼴 났음. 지금도 처단해야할 정권 하나 있는데 그건 내년에 치워야 하고.",0,
걸프전은 100시간 만에 압도적 전력으로 때려부수고 승리했고 이라크전도 사후처리가 병신이었지 911테러부터 사담후세인 쫓아낼 때까지는 압도적이었음. 실제로 03년 4월에 종전선언 했었고. 다만 전후처리가 병신이라 이 꼴 난 거지.,0,
이라크전도 내전과 IS이중고로 개박살난거 치곤 그나마 아프간이나 베트남전에 비하면 잘싸워준건 맞지,0,
걸프전:???,0,
세계 1위 강대국이 진짜 좆밥이라 그렇겠냐? 맘만 먹으면 베트남이건 아프간이건 손가락 한개로 핵 몇개만 떨궈도 바로 씹창낼수 있는데 세계대전으로 번질까봐 안하는거다,0,
그마저도 반전 여론이니 cnn이었나 언론이 호도하는 등 이런 요소 없었음 베트남도 맘만 먹었음 조졌죠 ㅇㅇ..,0,
걸프전은 어따 팔아먹음?,0,
진짜 기묘하지않냐... 어쩌다가 우린 이런 나라에서 태어났을까...,0,
미합중국몽 함께하겠다,0,
정말 그때 6.25전쟁 일어났을때 미국이랑 UN연합군의 수많은 나라들이 우리나라 안도와줬으면 우리나라는 6.25전쟁 시작하고나서 한달도 안되서 바로 그냥 부산까지 먹혀서 적화통일 되서 지금도 계속 북한 김씨정권 빨고 찬양하고 그러고 있을거야 정말 미국은 우리한테 너무나도 고맙고 감사한 나라임,0,
미제 앞잽이 놈들 몰아내고 높은 산봉우리를 바라보며 사는 깨어있는 시민이 됩시다 여러분...,0,
빨갱이 자살하자,1,
니가 글올리고 니가 너한테 빨갱이라고 하노ㅋㅋㅋㅋㅋ,0,
뭔소리냐,0,
게이야 너포함 셋다 아이디만 같지 다른 사람이잖아,0,
급하게 쓰고 튀느라 어느 산봉우린지 말도 못했노,0,
역사를 배우는 목적은 성숙한 반미의식을 기르는 것이다,0,
거르는 거겠지,0,
한국전쟁 때 죽은 미군이 터키가 보내온 병력 전체의 2배가 넘는데... 형제국가 터키... 미군 꺼져 하는 나라...,0,
당장 아프리카 대륙 어느 듣보잡 국가에 한국군 대규모 파병한다고 하면 엄청 극심하게 반발할 게 뻔한데 그걸 해준 게 미국임 뭐 지정학적 위치가 공산주의 억제하기에 좋아서 해준거다 이런 말도 하는데 뭐가 어쨌든 간에 좆도 없는 빈민국 지원해 준 것 자체가 사실임 북한 꼬라지 보면 진짜 미국한테 안 고마울 수가 없다...,0,
오 비추 0개,0,
미국뿐만아니라 UN참전국가들과 참전용사님들 모두 리스펙해줘야지,0,
"미국 살고 있는데, 여기 사람들 한 절반 정도는 한국 전쟁을 통해 중국의 영향력이 강해지고 미국도 한국의 국방을 위해 계속 돈을 써야되기 때문에 한국 전쟁에 끼어들지 말았어야 한다고 주장함. 다만 그래도 한국 전쟁으로 파병갔던 VA들은 거의 대부분의 절대 후회 안하고, 오히려 한국이 이만큼 민주주의를 유지하고 발전했기에 스스로 자랑스럽다고 생각한다고 들었던 것 같음.",0,
"[한국은 미국에 득이 될만한 물적자원이 전혀 없는 나라입니다. 6.25전쟁은 연구하고 기억할만한 충분한 가치가 있으며 자부심을 가져도 될 만한 일이었습니다.] ... 여하튼 간에 미국 이전 SOFA니 미군 범죄 같은 일들은 비판하더라도 미국과의 동맹 관계는 매우 중요하고 고마워 해야함... 뭣도 모르고 자주 국방, 친중 친북 반미 외치는 것들은 제발 사라져라",0,
우리나라가 미국에 득될게 없다고? 위에 그림들 다 읽지도 않았지?그러고선 상상속에 친중반미 외친다고 망상하지? 누가 친중반미하냐? 니 가족들이나 그러겠지 정상적인 사람들은 니 망상속에 사람들처럼 살지 않아.,0,
미국에 득될게 없다는 말은 저 본문속에 나와있던 내용이다. 너야말로 내용은 읽고 답글 쓰는거냐?,0,
대체 어떤식으로 살기에 본문 내용도 알아보지 못하면서 본문을 읽으란겁니까 선생님..,0,
저기서 말하는 득될게 없다는말은 물적자원에 한해서 하는 말임 우리나라에 석유가 충분히 나는것도 아니고 천연자원이라곤 좆도없는데 도우러 온거니까 맞는말이긴하지 물론 지금은 그 좆도 없는 땅에서 놀랍게도 ㅈㄴ 크게 성장해서 득이 될게 없는 나라는 아니지만,1,
선생님 본문을 읽으십시오...,0,
안본건 너였고,0,
"이거저거간에 자주국방은 해야됨ㅇㅇ 친미반미를 떠나서, 자기나라를 자기손으로 지키는건 당연한거임",0,
아 그렇다고 한미동맹 해제하고 중국에 붙자 ㅇㅈㄹ하는건 거르고,0,
자주국방이 불가능하니까 그렇지. 한국군상태가 문제가 아님 중국이 북한이랑 동맹이고 공격전도 참가하는 조건이라 전쟁나면 중국이랑 싸워야하는데 자주국방 가능함? 물량적인 문제로 절대 불가능함,0,
"아니 그니까 한미동맹 더 강화하고, 주한미군도 계속 배치하고, 하지만 최소한 우리가 우리를 지킬 수 있도록 노력하는게 맞지 국방을 다른나라에 의존하려고 하는 순간 망하는거임",0,
멸공의 횃불에서도 나오듯이 내나라는 내가 지키는거다,0,
그립읍니다...,0,
그냥 지켜달라 해,0,
자동 참전하는건 미국도 마찬가지임 설령 한반도에서 미군 철수한다 해도 태평양 함대가 갓본에 있기때문에 그거 자체는 문제가 없다.  자주국방이 불가능한거 아니고 솔직히 지금도 북한이랑 전쟁하면 핵쳐맞아도 한국이 쳐바를 수준정도는 됨 다만 미군이 있으면 100만큼 피해볼거 20 30만큼만 볼수있고 애초에 미군이라는 강력한 억제력이 발생하니까 주둔하는게 좋은거지 미군 유지비용 대면서 나가는돈보다 미군을 유지했을때 유사시 크게 도움되는것이랑 기회비용 계산기 두드려보면 후자가 압도적으로 이득이니까,0,
중국견제가능하니까 폴란드 우크라이나  한국 대만으로 통해 중국러시아를 봉쇄할수있고 3차대전에서 유리할수있으니까,0,
제일 씨발새끼들인건 이 사태를 저지른 러씨발아  짱개들이지. 그것밖에는 답이 진짜 없었나 저 후레자식들은... 다른 방법이 1 도 없어? 꼭 그지랄을 했어야 속이 후련했던거야?,1,
주도적으로 저지른 건 일성이고 소련은 기본적으로 반대 입장이었는데 일성이가 계속 징징대서 마지못해 승인해주고 이후로도 확전 피하려고 중공군 항공지원도 제대로 안 해주고 몸 많이 사림,0,
소련은 전쟁에서 부추기기 보다는 물자 날라준게 다일걸 1차적 원인은 김일성 그 씨발새끼임,0,
최소 2천만 이상이 죽었는데 인구가 없어서 복구 사업한다고 포로들 잡아다가 복구하는 마당에(심지어 일부는 귀화도 시키고) 미국 상대로 전면전 할 깡이 어딨음???,0,
형님 형님 형님 빽만 믿겠다,0,
트루먼센세ㅠㅠㅠㅠ,0,
요약 ㅡ 한국은 물적 가치가 아닌 미국과 보수진영이 낳은 번영의 산증인으로서 그 가치를 가진다 맞나?,0,
ㄹㅇ 이런데도 미군철수 반미 친중 ㅇㅈㄹ하는 사람들 보면..,0,
간첩 아니면 빨갱이 선동당한 우민 자본주의사회에서 살아갈 가치없는 사람이지뭐,0,
짱꺠 시발,1,
그거다 간첩and짱개임,0,
지금도 미국탓 하는놈들은 3대가 김씨일가의 기쁨조가 되어서 유린당하고 싶다는 소리겠지?,0,
하지만 저들은 아프간을 버렸지. 수십 수백만을 전쟁에 갈아넣은 남한 국민들은 자부심을 가져도 좋다. 우리가 제대로 안싸웠다면 말그대로 미국은 남한을 버렸을거야.,0,
그정도 투자했으면 아프간이 저희 버려주세요 한거지 그냥,0,
미국달러 2000조 써도 매운맛 전광훈에게 좆털리는데 어이털리지 왜 계속 피빨리게 냅두냐?,1,
문제는 아프간 정부를 만든것도 미국이고 군대 만드라고 돈줘도 군경이 월급을 못받아서 주민들에게 통행세나 삥뜯고 다녀도 방치한게 미국이란거다. 아프간이 미국 피를 빠는게 아니라 미국이 지가 만든 피를빠는 거머리를 방치한거야.,0,
그걸 일일히 개입하는 걸 국제 외교 단어로 뭐라고 하는 지 아냐? 내정간섭이야ㅋㅋㅋ 그럼 왜 미국이 기존 부패 정권들 놔뒀냐? 걍 아프간에서 투표도 하지말고 미국이 과도 정부 세우고 미국 국무부에서 대통령 뽑아서 앉히고 미국인들 관료들 앉혀서 관리했겠지. 조금만 더 생각을 하고 살자,0,
타국 공격해서 괴뢰 정부세워 만들고서 개입하는건 내정간섭이라고 손놓고 있으면서 잘되길 바란게 병신 짓아니냐? 군정이나 직접 통치가 정치적으로 부담되서 괴뢰를 만들었는데 괴뢰는 꼭두각시란 뜻이야. 당연히 꼭두각시컨트롤을 제대로 안한 주인님의 의지 혹은 솜씨가 모자라니까 미국 잘못이지.,0,
아프가니스탄 주권 회복하고 총선한지 벌써 3년이 지났는데 뭔 괴뢰정부 타령이야 전후에 민주정권 수립 위해서 일본에도 GHQ 세웠고 한국에도 광복후 미군정을 새웠는데 거기서 들어가는 기본적인 외교자원은 필수지 계속 미국이 손써서 선거에 감놔라 배놔라했음? 미국이 어느 나라의 주인이야 그냥 패권국으로써 영향력을 닿는거지 중동에 빈국 하나 외교 주권 박탈해서 지금까지 쌓아온 신뢰도 다 날려먹게?,0,
미군이 아프간 점거한지 20년째. 주권회복은 3년전. 잃어버린 17년. 미국은 주권없는 아프간에게 내정간섭하기 싫다며 돈만주고 개입거부... 부패한 아프간군 그돈 죄다 횡령함. 암튼 미국탓은 아님. 대충 이렇게 이야기하고 있다고 알아들으면됨??,0,
그래 그렇게 알아들으렴...,0,
미안해 내 능지로는 네가 하는 말이 뭔지 도저히 알아 먹을수가 없다. ㅜㅜ,0,
그리고 전쟁으로 점령한뒤 괴뢰정부를 세우는 시점에서 이미 내정간섭은 씨게 넘었는데...;;; 임신 시켜놓고 성폭행 걱정하냐,0,
남한이 북한에 물자지원할때 군에사용하지 않고 북한 주민들에게 쌀이 전해지는지 확인하겠다고하면 북한이 내정간섭이라고 하던데. 아프간에 군에 쓰라고준 지원금이 진짜 병사들에게 월급으로 전달되고 있는지 확인하는게 내정간섭이라니 선생님 혹시....??,0,
어거지로 이야기 끼워맞춰서 빨갱이 몰이하는거 어질어질하네ㅋㅋ,0,
니가 빨갱이라는게 아니라 논리가 북한수준이라는거야... 미안해 괜한 기대를 해서...,0,
그거 전부 미국 주도하에 개선했으면 이 덧글은 미국이 패권주의로 내정간섭하면서 타국 먹는다 아프간봐라 우리나라도~ 이러고 있었겠지,0,
"사실 북중러는 우리나라를 미국 괴뢰국, 위성국, 점령지 따위로 취급한다. 이미 타국을 공격한다음 줘패고 나오는게 아니라 괴뢰정부를 세우는 시점에서 이미 패권주의라는 욕을 처먹어도 할말이 없어.",0,
그리고 미국은 패권주의고 자시고 세계 최대의 패권국이다. 다시는 미국을 무시하지마라 ㅇㅇ,0,
미국이 일본 점령했을 시절에도 그정도까지는 안했음,0,
유감스럽게도 그때는 군정사령관 맥아더 천왕깨서 직접 군정을 주도 하셨음. 요식행위로 하는 투표마저 없었다. 그정도까지가 아니라 그이상 했겠지.,0,
소련이 지들 입맛에 조금 비리다고 '친소'정권 갈아엎고 지들입맛대로 개조할려다가 민심 씨게 맞았잖아 반면교사였겠지 일정선을 지키는,0,
열병식 참가한 어떤 분이 생각나는 날이네,0,
그저 감사합니다...,0,
소련이 김일성의 남침을 승인한것은 맞는데 당시 스탈린은 별로 달갑지 않아했던것 아니었냐? 그래서 김일성이 전쟁 질질끌면서 못끝내니까 좆같아했다고 알고있었는데,1,
달갑지 않은 수준이 좀 심하긴 했지 그때 남침 승인 조건이 중국의 동의였을걸,0,
"6.25 전쟁의 미스터리 중 하나로 꼽는 게 '김일성은 기껏 남침으로 서울까지 밀어놓고는 왜 서울 함락 후 곧장 남침을 재차 속개하지 않고 서울에서 3일 간 머뭇거렸나?' 였는데, 그에 대한 해석으로 최근에 나온 견해로는, '일단 수도를 점령했다는 실적을 내보였으니 이제 소련이 지원을 팍팍 해 주겠지'라는 기대감으로 소련의 지원을 기다렸었다고 하는 이야기가 있긴 했음.",0,
뭐 역사에 if는 없다곤 하는데 진짜 가끔 순간순간마다 등골 서늘해지는 부분들이 있다 ㄹㅇ,0,
"그리고 또, 6.25 지원에 대해 유엔에서 표결할 때 다른 국가들은 죄다 찬성하는 와중에 소련은 기권해서 지원군 파병이 이뤄질 수 있었다던가(한 곳이라도 명확하게 거부권 행사하면 안건 자체가 부결되는 시스템이라고 함.) 하는 그런 결정적인 절체절명의 순간이 유독 한국사에서 많이 보인 것 같음 ㅇㅇ",0,
소련은 애초에 부딪히기 싫어했었지 ㅇㅇ 혹여나 소련 병사 파견했다가 포로로 체포당하면 소련이 참전했다는 여지가 남기에 보내주지도 않았고 조종사 지원해줄때도 북한군으로 위장해서 보내줬는데 재밌는건 미국도 잡고보니 소련놈인걸 모른척하고 넘어가줬다는 후일담도 있음 ㅋㅋ,0,
그거 소련이 미국 국력 빼놓으려고 일부러 기권한거아니냐? 휴전협정 된것도 스탈린이 뒤져서 성공했잖아,0,
"소련은 3차 세계대전으로 확장되는거 싫어해서 일부러 자신이랑 관련없는 척 했고 미국도 3차 대전으로 확전하는건 원하지 않았기 때문에 소련군 조종사가 발견되도 모른척했음 미국 국력 빼놓으려는 것도 있지만 사실은 중국의 국력을 빼놓으려는 목적이 더 강했다 소련의 북한 지원조건이 ""중국의 동의 및 참전"" 이었고 공산주의 맹주 자리를 두고 중국과 경쟁해야 하는 소련 입장에서는 한국전쟁이 기회였지",0,
빨걍이를 죽이자,1,
미국 응디 뜨뜻하노,0,
미국이 주도하는 질서 그것을 거역할수 없어,0,
이러는데도 반미 시위하는 버러지 새끼들이랑 맥아더보고 쓰레기라느니 지랄하는 놈들이 여전히 한국에 있음. 그런 새끼들은 잡아다가 북한으로 보내줘야지.,0,
항미원조 감사합니다 주한미군추방 자주국방실현,0,
빨갱이가 왜 이리 많이 보일까,0,
저급 어그로에 끌리지마라 ㅆㅎㅌㅊ 어그로,0,
이제 수정주의자들이 끊임없이 6.25에다가 말장난해서 왜곡하려는 걸 막아야 하는 역사전쟁도 치러야 함. 대놓고 북침이라 지껄이는 정신나간 빨갱이들이야 다 뒈졌고 살아있다 하더라도 이젠 코웃음만 치고 지나가면 그만이지만 굉장히 교묘한 요설로 침공 주체나 책임 소지 등을 흩뜨려서 진흙탕만드는 부류는 아직도 건건하더라고.,0,
그저.... 빛,0,
저것도 다 남한이 잘 돼서 그런 거지 박정희나 전두환 정권이 계속 군사독재를 지금까지 했으면 좋은 소리 못 들었을 거임,0,
동맹국은 오천년우방 대국 중국뿐,0,
패악질을 부리는 중공은 절대 동맹이 되지 못한다. 대만이라면 몰라도.,0,
친중댓글 단 놈 컨셉이냐? 컨셉이라도 이런 ㅆㄹㄱ같은 컨셉은 잡지 마라 좀..,0,
근데 애초에 우리나라를 안 갈라먹었음 됐잖아 씨발 왤케 좆같지?,1,
따지고보면 잘못은 나치독일이랑 일본이 했는데 일본을 반갈죽했어야지 일제에 고통받던 피해국인 우리나라를 뜬금없이 왜 가름? 결국 시발 소련이랑 지들 영향력싸움하느라 우리나라 지금까지 분단국으로 만들어놓고 북한에게 위협받는 척하는게 좆같네,1,
전후처리할떄 조선은 피해국이아니라 전범국으로 같이 끌려들어갈뻔했음 장제스 따거가 설득해서 그건 간신히 막았고,0,
우리나라가 영국이나 프랑스같은 나라였어도 해방 후에 저지랄했을지 궁금하다,0,
그런 나라가 아니니까 35년동안 식민지를 당한거 아닐까? 폴란드는 진짜 존나 열심히 싸웠는데 공산당한테 쫓겨나서 독립운동하던 애들 자기 나라 돌아가지도 못함,0,
군사력 까진 아니더라도 나치정권에 점령당했던 유럽국가만큼의 정치적 영향력만 있었으면 얼마나 좋았을까 애초에 제국주의 팽창시킨 만악의 근원인 영국이랑 유럽새끼들은 지금도 지들 잘난 맛에 사는데 ㅅㅂ...,0,
"니가 말하는 그런 나라는 거저 주어진 줄 아나??? 제발 좆같은 한국 근현대사만 보지말고 다른 시대, 다른 나라 역사도 좀 배우셈. 그리고 조선은 엄연히 부역국임. 소수의 독립운동가들 빼고 결과적으로 수십만명이 일본군으로 입대해서 침략에 일조했는데 뭘 ㅋㅋㅋ 하다못해 자체 투쟁은 커녕 참가하기 쉬웠던 중국 국민당군이던 공산군에 자유 폴란드, 자유 프랑스군 마냥 대거 사단 단위로 참가한 것도 아니고 동북쪽 조선계 다 끌어모아봤자 만명도 힘든데",1,
만약 해방정국에 소련 미국 동시에 빠졌으면 어떻게 됐을까? 한반도에 공산주의자 민족주의자들 모여서 화합하고 통일국가를 세웠을까? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미군이 자제시켜도 알아서들 테러하고그랬는데 퍽이나 화해했겠다,0,
화합 가능성은 있었겠지. 심지어 남북분단 직후에도 625 전까지는 남북으로 비교적 자유롭게 드나들었음 아예 분단이 안 되어 있었다면 당파가 나뉠 지언정 단일정부 수립도 충분히 가능했을거다 그리고 설령 다 망하고 알아서 분리됐어도 그게 강제분단하고 같냐? 좆돼도 우리끼리 좆되는게 낫지,1,
니가 말하는 IF는 아무 쓰잘데기 없는 가설임. 글케 따지면 갑자기 일본이 기분 좋아져서 식민지배 도중에 조선인을 진정한 야마토 한민족으로 우대해줬을 가능성도 높지ㅋㅋㅋ  그리고 백범 김구가 지랑 반목하던 다른 운동가들 테러해대다가 지도 사주당해서 뒤진 거 보면 할 말 없음. 니 말마따나 남북 분단 직후에도 비교적 자유롭게 드나들었던 거 맞는데 그게 수십-수백차례의 국지전이 발발했기 때문에 이미 전쟁 전에 월경이 지금처럼 빡세진 거다.,0,
와 반박을 하려고해도 막줄보고 그냥 참았다 그래 니가 옳다 ㅋㅋㅋㅋㅋ 좆돼도 우리끼리 좆되느게 낫다는 애한테 무슨말을 하리 ㅋㅋㅋㅋ,1,
지맘대로 이니시 걸고 지맘대로 끊고 바쁜새끼네,0,
그건 한반도를 젤 먼저 밟은게 소련이기 때문,0,
"이재명은 ""합니다""",0,
ㄹㅇ우리나라는 석유 고무같은 전략자원도 없어 지하자원도 없어 지정학적으로도 별로 안중요한데 생각보다 많은 나라에서 엄청난 도움 받음 우리랑 상황 비슷한데 병력지원 못받아서 씹창난 나라들 중동 아프리카쪽에 개많음,0,
남한 공산화 방치하면 일본까지 공산화될까봐 도와준거라고 보는 설도 유력하다고봄,0,
솔직히 그게 정설임 그거말고는 사실 해석할 길이 없음,0,
"지정학적으로는 중요함. 전략적 요충지니까. 중국뿐만 아니라 소련 극동지역 견제하기도 좋은 위치임. 그리고 일본이 잘나봤자 섬나라고, 한국 없으면 상륙작전 해야됨",0,
우리으 ㅣ아버지 미국,0,
미국 믿고 오십년 후 한국되기 VS 러시아 중국 믿고 오십년 후 북한되기,0,
애치슨라인만 봐도 당시 한반도는 가치없는땅이었음,0,
6.25 이후로 자본주의 상징하는 나라가 되버림 ㅋㅋ 내전 최빈국 -> 선진국으로 넘어선 최초의 나라,0,
븍괴 씹새끼들,1,
일본의 원폭후 6일지연후 항복이 이렇게 나비효과가 온거다.. 그 시간동안 소련군의 관동군 정리할 시간과 평양진주할 시간을 충분히 얻었지.. 만약 8월 9일 그대로 항복했으면 소련군이 한반도 오기전에 이미 미군이 평양도 접수해서 평양이 올 명분이 없었어..,0,
원래 역사라는게 존나 신기하게 나비효과임.,0,
너무 안타깝노...,0,
그 소련군 보고 대일전 참전하라고 지속적으로 압박넣은 건 영미였구연.,0,
중국은 전쟁범죄자들임.,0,
더 가관인건 남북이 갈라진걸 짱깨탓이 아닌 미국탓을 하는 좌빨새끼들 씹창논리에 정신이 혼미해짐 그런새끼들이 대한민국 좋다고 남한에 쳐살고 있음,1,
미국탓이긴하지 ㅋㅋ 미국안왔으면 그짝들원하는대로 적화통일됐을텐데 ㅋㅋ,0,
그 새끼들이 남한에 쳐 사는 수준이 아니라 이미 상당부분 잠식되지 않았노? ㅋㅋㅋㅋㅋㅋㅋ,1,
진짜 좌파 민좆주의자 친중친북 이인영같은새끼 산채로 토막치고싶다,1,
미국응디 따땃하다,0,
미군철수 민족타령 어쩌고 짖어대는 작금의 빨갱이들을 보면 저 위대한 미국 응디 앞에서 그저 낯짝이 후끈거려질뿐이다ㅠ,0,
주인니뮤ㅠㅠㅠ...,0,
"트루먼은 파주 임진각에 동상이 있고, 이건 유일한 대한민국내 해외국가원수 동상임.",0,
우리나라 국부는 런승만이 아니라 진인 트루먼이지,0,
역시 주인님나라,0,
중국도 일본도 못 믿는 상황에서 최선의 선택지는 미국 뿐이다.,0,
미국은 인간으로 치면 사람 성격이 그렇게 좋은 건 아닌데 그런대로 사람노릇을 하게 해준 아이러니한 존재...,0,
O say can you see~,0,
중공 북괴 빨갱이 근첩 새끼들은 갈아버리고 싶음,0,
오죽하면 PTSD 앓고 있는 한국전 참전 노병들이 서울 구경 한번하면 '나와 내 전우들의 희생이 헛되지 않았구나' 하면서 바로 심적 평안을 얻는다고 하잖음,0,
어흑흑 주인님 ㅠ ㅠ,0,
저걸 관찰까지 했어?,0,
아니 이번에 나퀴벌레 한거보고 주말이라 심심해서 한번 검색해봄,0,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 잘봤다 무슨 연대기 보는거같넼ㅋㅌㅌㅌㅌ,0,
예전에 질문글 올렸을때 말투 이상한거 보고 조선족 아니면 잼민인줄 알았는데 나퀴벌레랑 동인인물이었노;; 이래서 메모를 생활화 해야함,0,
ㅋㅋ 재밋네,0,
ㄹㄹ웹으로 1년 차단,0,
존나 변태같네; ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 근데 자꾸 시발 눈이 삐뚤어지노,1,
제눈이 삐뚤어지고 사상이 베베꼬여서 순진한 유동이 근으로 보입니다. 사죄합니다 아멘,0,
사실 중간에 저도 눈이 몇번 삐뚤어졌습니다.,0,
내 눈까리도 사시가 되는 것 같은데 이거 책임져요,0,
고로시 잘하노,0,
예 예 또 나나코가 잘못했습니다. 죄송함다 죄송함다,0,
나드로치추,0,
툴첸의 코서,0,
와 프레임 엄청 부드러워 보인다 뭐야 ㅁㅊ,0,
와 움직이는게 되게 부드럽네 능력보소,0,
긔여워,0,
아 시발 퀄 미쳤네 와,1,
왜캐고수임,0,
ㅗㅜㅑ 개잘만들었어...,0,
와 개쩐다,0,
존나잘만들었네 ㄷㄷ,0,
이런건 뭐로만드냐,0,
영상보니 브라우니도 나오네,0,
클립스튜디오로 다 그린다음에 에펙으로 편집했음,0,
답변 ㄱㅅㄱㅅ,0,
나도 함 시도해볼까,0,
예아 안될거뭐있노 도전~,0,
이프리트 개쩜,0,
퀄 미쳤네 프레임 왤캐 부드럽냐 마리 머리카락이랑 레후 깃발에 힘 좀 썻네,0,
미친 퀄리티,0,
왤케 왤케 고수임??,0,
이프리트 너무멋지다!!!,0,
ㅗㅜㅑ 퀼 미쳤네 개쩐다,0,
족고슈다 ㄷㄷㄷㄷㄷ,0,
와 진짜 좆된다...최고다...,0,
아니 왤케 고수임?,0,
요 이프리트 드랍더 비트,0,
아니 왤케왤케왤케임 움직이는것도 엄청 부드럽고 이프리트 귀엽다,0,
퀄 미쳤다 진짜 ㅋㅋㅋㅋㅋㅋ 움직이는 거 되게 부드럽네,0,
와 찐레후랑 이뱀왤캐 맘에 드냐 존나 머시써,0,
개 족고수 ㄷㄷ,0,
마리눈나 몸매 쩔어 헤으응...♡,0,
마리 왤케 꼴림,0,
퀄 미쳤네,0,
고퀄 ㄷㄷㄷ,0,
졸라귀엽네ㅋㅋㅋㅋ,0,
역사가 높게 평가,0,
캬,0,
꼴림엔 유행은 없다,0,
애니만드는거 개힘든데 고생했다,0,
뭔데 시발 개쩔어,1,
쌉고퀄추 ㄷㄷ 늦을만하네 움직임 디게부드러워,0,
마리누나 섹스,1,
개고퀄이네!,0,
오 대단해,0,
